,base,tag
8357,w,prep:loc:nwok
8358,rok,subst:pl:loc:m3
8359,80,adj:pl:loc:m3:pos
8360,.,interp
8361,w,prep:loc:nwok
8362,gabinet,subst:pl:loc:m3
8363,prokuratorski,adj:pl:loc:m3:pos
8364,wisieć,praet:pl:m3:imperf
8365,portret,subst:pl:nom:m3
8366,Dzierżyński,subst:sg:gen:m1
8367,?,interp
8368,),interp
8369,.,interp
8370,wprawdzie,qub
8371,padać,fin:pl:ter:imperf
8372,z,prep:gen:nwok
8373,ekran,subst:sg:gen:m3
8374,nazwisko,subst:pl:nom:n
8375,ówcześnie,adv:pos
8376,rządzić,pact:pl:gen:m1:imperf:aff
8377,",",interp
8378,ale,conj
8379,film,subst:sg:nom:m3
8380,nie,qub
8381,mieć,fin:sg:ter:imperf
8382,intencja,subst:pl:gen:f
8383,rozrachunkowy,adj:pl:gen:f:pos
8384,",",interp
8385,nie,qub
8386,być,fin:sg:ter:imperf
8387,wymierzyć,ppas:sg:nom:m3:perf:aff
8388,w,prep:acc:nwok
8389,konkretny,adj:pl:acc:f:pos
8390,osoba,subst:pl:acc:f
8391,.,interp
8392,dramat,subst:sg:nom:m3
8393,rozgrywać,fin:sg:ter:imperf
8394,się,qub
8395,na,prep:loc
8396,płaszczyzna,subst:sg:loc:f
8397,moralny,adj:sg:loc:f:pos
8398,.,interp
8399,od,prep:gen:nwok
8400,pewien,adj:sg:gen:m3:pos
8401,czas,subst:sg:gen:m3
8402,pojawiać,fin:pl:ter:imperf
8403,się,qub
8404,nowy,adj:pl:nom:f:pos
8405,sensacyjny,adj:pl:nom:f:pos
8406,wersja,subst:pl:nom:f
8407,zabójstwo,subst:sg:gen:n
8408,ksiądz,subst:sg:gen:m1
8409,Jerzy,subst:sg:gen:m1
8410,",",interp
8411,podważać,pact:pl:nom:f:imperf:aff
8412,fakt,subst:pl:acc:m3
8413,ustalić,ppas:pl:acc:m3:perf:aff
8414,podczas,prep:gen
8415,śledztwo,subst:sg:gen:n
8416,i,qub
8417,rozprawa,subst:sg:gen:f
8418,sądowy,adj:sg:gen:f:pos
8419,w,prep:loc:nwok
8420,połowa,subst:sg:loc:f
8421,rok,subst:pl:gen:m3
8422,80,adj:pl:gen:m3:pos
8423,.,interp
8424,(,interp
8425,chodzić,fin:sg:ter:imperf
8426,między_innymi,brev:pun
8427,.,interp
8428,o,prep:acc
8429,trop,subst:sg:acc:m3
8430,radziecki,adj:sg:acc:m3:pos
8431,i,conj
8432,rola,subst:sg:acc:f
8433,kierowca,subst:sg:gen:m1
8434,wieźć,pact:sg:gen:m1:imperf:aff
8435,ksiądz,subst:sg:acc:m1
8436,na,prep:acc
8437,on,ppron3:sg:gen:m1:ter:akc:npraep
8438,ostatni,adj:sg:acc:f:pos
8439,msza,subst:sg:acc:f
8440,),interp
8441,.,interp
8442,autor,subst:sg:nom:m1
8443,film,subst:sg:gen:m3
8444,nie,qub
8445,wziąć,praet:sg:m1:perf
8446,ten,adj:pl:gen:f:pos
8447,rewelacja,subst:pl:gen:f
8448,pod,prep:acc:nwok
8449,uwaga,subst:sg:acc:f
8450,.,interp
8451,zabójstwo,subst:sg:nom:n
8452,ksiądz,subst:sg:gen:m1
8453,pokazać,ppas:sg:nom:n:perf:aff
8454,być,fin:sg:ter:imperf
8455,naturalistycznie,adv:pos
8456,i,conj
8457,wstrząsająco,adv:pos
8458,.,interp
8459,gdyby,comp
8460,szukać,inf:imperf
8461,do,prep:gen
8462,ten,adj:sg:gen:f:pos
8463,scena,subst:sg:gen:f
8464,inspiracja,subst:sg:gen:f
8465,w,prep:loc:nwok
8466,film,subst:pl:loc:m3
8467,religijny,adj:pl:loc:m3:pos
8468,",",interp
8469,być,praet:sg:f:imperf
8470,by,qub
8471,to,pred
8472,pewnie,qub
8473,"""",interp
8474,pasja,subst:sg:nom:f
8475,"""",interp
8476,Gibson,subst:sg:gen:m1
8477,.,interp
8478,zarzut,subst:pl:gen:m3
8479,przybywać,praet:sg:n:imperf
8480,na,prep:loc
8481,kolejny,adj:pl:loc:n:pos
8482,posiedzenie,subst:pl:loc:n
8483,wydział,subst:sg:gen:m3
8484,dyscyplina,subst:sg:gen:f
8485,Mirosław,subst:sg:nom:m1
8486,Stasiak,subst:sg:nom:m1
8487,już,qub
8488,się,qub
8489,nie,qub
8490,pojawić,praet:sg:m1:perf
8491,.,interp
8492,reprezentować,praet:sg:m1:imperf
8493,on,ppron3:sg:acc:m1:ter:nakc:npraep
8494,pełnomocnik,subst:sg:nom:m1
8495,.,interp
8496,po,prep:loc
8497,kolejny,adj:pl:loc:n:pos
8498,zeznanie,subst:pl:loc:n
8499,zatrzymać,ppas:pl:gen:m1:perf:aff
8500,sędzia,subst:pl:gen:m1
8501,i,conj
8502,działacz,subst:pl:gen:m1
8503,zwiększać,praet:sg:f:imperf
8504,się,qub
8505,liczba,subst:sg:nom:f
8506,zarzut,subst:pl:gen:m3
8507,pod,prep:inst:nwok
8508,adres,subst:sg:inst:m3
8509,KSZO,subst:sg:gen:m3
8510,.,interp
8511,-,interp
8512,być,fin:sg:ter:imperf
8513,on,ppron3:pl:gen:m1:ter:akc:npraep
8514,około,qub
8515,trzydzieści,num:pl:nom:m1:rec
8516,-,interp
8517,powiedzieć,praet:sg:m1:perf
8518,my,ppron12:pl:dat:m1:pri
8519,dzień,subst:sg:acc:m3
8520,przed,prep:inst:nwok
8521,ogłosić,ger:sg:inst:n:perf:aff
8522,decyzja,subst:sg:gen:f
8523,mecenas,subst:sg:nom:m1
8524,Michał,subst:sg:nom:m1
8525,Tomczak,subst:sg:nom:m1
8526,",",interp
8527,przewodniczący,subst:sg:nom:m1
8528,wydział,subst:sg:gen:m3
8529,dyscyplina,subst:sg:gen:f
8530,.,interp
8531,taki,adj:sg:acc:f:pos
8532,sam,adj:sg:acc:f:pos
8533,liczba,subst:sg:acc:f
8534,zarzut,subst:pl:gen:m3
8535,postawić,imps:perf
8536,drugoligowy,adj:sg:dat:m2:pos
8537,Górnik,subst:sg:dat:m2
8538,Polkowice,subst:pl:nom:n
8539,.,interp
8540,ten,adj:sg:nom:m3:pos
8541,klub,subst:sg:nom:m3
8542,",",interp
8543,podobnie,adv:pos
8544,jak,adv:pos
8545,KSZO,subst:sg:nom:m3
8546,",",interp
8547,otrzymać,praet:sg:m3:perf
8548,kara,subst:sg:acc:f
8549,degradacja,subst:sg:gen:f
8550,o,prep:acc
8551,jeden,adj:sg:acc:f:pos
8552,klasa,subst:sg:acc:f
8553,rozgrywkowy,adj:sg:acc:f:pos
8554,",",interp
8555,a,conj
8556,ponadto,qub
8557,być,bedzie:sg:ter:imperf
8558,musieć,praet:sg:m3:imperf
8559,zapłacić,inf:perf
8560,50,num:pl:acc:m3:rec
8561,tysiąc,subst:pl:gen:m3
8562,złoty,subst:pl:gen:m2
8563,grzywna,subst:sg:gen:f
8564,i,conj
8565,zacząć,fin:sg:ter:perf
8566,sezon,subst:sg:acc:m3
8567,z,prep:inst:nwok
8568,dziesięć,num:pl:inst:m3:congr
8569,punkt,subst:pl:inst:m3
8570,ujemny,adj:pl:inst:m3:pos
8571,.,interp
8572,trzeba,pred
8573,też,qub
8574,zaznaczyć,inf:perf
8575,",",interp
8576,że,comp
8577,konsekwencja,subst:pl:acc:f
8578,udział,subst:sg:gen:m3
8579,w,prep:loc:nwok
8580,afera,subst:sg:loc:f
8581,korupcyjny,adj:sg:loc:f:pos
8582,ponieść,fin:sg:ter:perf
8583,tylko,qub
8584,drugoligowy,adj:sg:nom:m3:pos
8585,zespół,subst:sg:nom:m3
8586,KSZO,subst:sg:nom:m3
8587,.,interp
8588,rezerwa,subst:pl:nom:f
8589,KSZO,subst:sg:nom:m3
8590,II,adj:sg:nom:m3:pos
8591,Polvat,subst:sg:nom:m3
8592,",",interp
8593,występować,pact:pl:nom:f:imperf:aff
8594,w,prep:loc:nwok
8595,klasa,subst:sg:loc:f
8596,okręgowy,adj:sg:loc:f:pos
8597,",",interp
8598,mimo,prep:gen
8599,że,comp
8600,być,fin:sg:ter:imperf
8601,to,qub
8602,ten,adj:sg:nom:m3:pos
8603,sam,adj:sg:nom:m3:pos
8604,klub,subst:sg:nom:m3
8605,",",interp
8606,nie,qub
8607,zostać,fin:pl:ter:perf
8608,zdegradować,ppas:pl:nom:f:perf:aff
8609,.,interp
8610,kary,subst:sg:nom:m2
8611,być,bedzie:pl:ter:imperf
8612,obowiązywać,inf:imperf
8613,od,prep:gen:nwok
8614,następny,adj:sg:gen:m3:pos
8615,sezon,subst:sg:gen:m3
8616,.,interp
8617,dojazd,subst:sg:nom:m3
8618,.,interp
8619,prosto,adv:sup
8620,dojechać,inf:perf
8621,autobus,subst:sg:inst:m3
8622,do,prep:gen
8623,Suczawa,subst:sg:gen:f
8624,",",interp
8625,stolica,subst:sg:gen:f
8626,ten,adj:sg:gen:m3:pos
8627,region,subst:sg:gen:m3
8628,(,interp
8629,około,qub
8630,70,num:pl:nom:m2:rec
8631,-,interp
8632,80,num:pl:nom:m2:rec
8633,złoty,brev:npun
8634,w,prep:acc:nwok
8635,oba,num:pl:acc:f:congr
8636,strona,subst:pl:acc:f
8637,),interp
8638,.,interp
8639,czas,subst:sg:nom:m3
8640,podróż,subst:sg:gen:f
8641,około,qub
8642,16,num:pl:nom:f:rec
8643,godzina,subst:pl:gen:f
8644,.,interp
8645,należeć,fin:sg:ter:imperf
8646,liczyć,inf:imperf
8647,się,qub
8648,z,prep:inst:nwok
8649,kilkugodzinny,adj:sg:inst:m3:pos
8650,postój,subst:sg:inst:m3
8651,na,prep:loc
8652,granica,subst:sg:loc:f
8653,ukraiński,adja
8654,-,interp
8655,rumuński,adj:sg:loc:f:pos
8656,.,interp
8657,drugi,adj:sg:inst:f:pos
8658,możliwość,subst:sg:inst:f
8659,być,fin:sg:ter:imperf
8660,podróż,subst:sg:nom:f
8661,pociąg,subst:sg:inst:m3
8662,z,prep:gen:nwok
8663,Przemyśl,subst:sg:gen:m3
8664,lub,conj
8665,Lwów,subst:sg:gen:m3
8666,do,prep:gen
8667,Suczawa,subst:sg:gen:f
8668,.,interp
8669,ten,adj:sg:nom:n:pos
8670,rozwiązanie,subst:sg:nom:n
8671,być,fin:sg:ter:imperf
8672,trochę,adv
8673,tani,adj:sg:nom:n:com
8674,",",interp
8675,lecz,conj
8676,mało,adv:com
8677,komfortowy,adj:sg:nom:n:pos
8678,.,interp
8679,transport,subst:sg:nom:m3
8680,lokalny,adj:sg:nom:m3:pos
8681,.,interp
8682,po,prep:loc
8683,Bukowina,subst:sg:loc:f
8684,dobrze,adv:sup
8685,być,fin:sg:ter:imperf
8686,oczywiście,qub
8687,poruszać,inf:imperf
8688,się,qub
8689,pieszo,adv:pos
8690,góra,subst:pl:inst:f
8691,.,interp
8692,bardzo,adv:pos
8693,dobrze,adv:pos
8694,działać,fin:sg:ter:imperf
8695,też,qub
8696,komunikacja,subst:sg:nom:f
8697,autobusowy,adj:sg:nom:f:pos
8698,",",interp
8699,który,adj:sg:acc:f:pos
8700,łatwo,adv:pos
8701,dojechać,inf:perf
8702,do,prep:gen
8703,niemalże,qub
8704,wszystek,adj:pl:gen:f:pos
8705,dostępny,adj:pl:gen:f:pos
8706,wioska,subst:pl:gen:f
8707,",",interp
8708,oraz,conj
8709,kolejowy,adj:sg:nom:f:pos
8710,",",interp
8711,który,adj:sg:nom:f:pos
8712,łączyć,fin:sg:ter:imperf
8713,wszystek,adj:pl:acc:f:pos
8714,miejscowość,subst:pl:acc:f
8715,na,prep:loc
8716,trasa,subst:sg:loc:f
8717,Suczawa,subst:sg:nom:f
8718,-,interp
8719,Vatra,subst:sg:nom:f
8720,-,interp
8721,Dornei,subst:sg:nom:f
8722,.,interp
8723,zakwaterowanie,subst:sg:nom:n
8724,.,interp
8725,infrastruktura,subst:sg:nom:f
8726,turystyczny,adj:sg:nom:f:pos
8727,być,fin:sg:ter:imperf
8728,tu,adv
8729,pojęcie,subst:sg:inst:n
8730,prawie,qub
8731,nieznany,adj:sg:inst:n:pos
8732,.,interp
8733,dzięki,prep:dat
8734,to,subst:sg:dat:n
8735,ziemia,subst:pl:nom:f
8736,ten,adj:pl:nom:f:pos
8737,być,fin:pl:ter:imperf
8738,wymarzony,adj:sg:inst:n:pos
8739,miejsce,subst:sg:inst:n
8740,dla,prep:gen
8741,turystyka,subst:sg:gen:f
8742,trampingowy,adj:sg:gen:f:pos
8743,.,interp
8744,namiot,subst:sg:nom:m3
8745,być,fin:sg:ter:imperf
8746,więc,conj
8747,tu,adv
8748,niezbędny,adj:sg:inst:f:pos
8749,część,subst:sg:inst:f
8750,wyposażenie,subst:sg:gen:n
8751,.,interp
8752,jeżeli,comp
8753,jednak,conj
8754,ktoś,subst:sg:nom:m1
8755,woleć,fin:sg:ter:imperf
8756,luksus,subst:pl:nom:m3
8757,",",interp
8758,móc,fin:sg:ter:imperf
8759,skorzystać,inf:perf
8760,z,prep:gen:nwok
8761,usługa,subst:pl:gen:f
8762,hotel,subst:pl:gen:m3
8763,.,interp
8764,znajdować,fin:pl:ter:imperf
8765,się,qub
8766,on,ppron3:pl:nom:m3:ter:akc:npraep
8767,tylko,qub
8768,w,prep:loc:nwok
8769,co,qub
8770,duży,adj:pl:loc:n:com
8771,miasteczko,subst:pl:loc:n
8772,",",interp
8773,taki,adj:pl:loc:n:pos
8774,jak,prep:nom
8775,Suczawa,subst:sg:nom:f
8776,",",interp
8777,Kimpulung,subst:sg:nom:m3
8778,Moldovenesc,subst:sg:nom:m3
8779,",",interp
8780,Gura,subst:sg:nom:f
8781,Humorului,subst:sg:nom:f
8782,czy,conj
8783,Vatra,subst:sg:nom:f
8784,Dornei,subst:sg:nom:f
8785,",",interp
8786,ale,conj
8787,także,qub
8788,w,prep:loc:nwok
8789,kompleks,subst:pl:loc:m3
8790,klasztorny,adj:pl:loc:m3:pos
8791,.,interp
8792,stereotyp,subst:sg:nom:m3
8793,Kierkegaard,subst:sg:gen:m1
8794,ukazować,fin:sg:ter:imperf
8795,on,ppron3:sg:acc:m1:ter:nakc:npraep
8796,jako,conj
8797,dziewiętnastowieczny,adj:sg:acc:m1:pos
8798,prekursor,subst:sg:acc:m1
8799,albo,conj
8800,twórca,subst:sg:acc:m1
8801,egzystencjalizm,subst:sg:gen:m3
8802,czy,conj
8803,też,qub
8804,filozofia,subst:sg:gen:f
8805,egzystencjalny,adj:sg:gen:f:pos
8806,XX,adj:sg:gen:n:pos
8807,stulecie,subst:sg:gen:n
8808,",",interp
8809,choć,comp
8810,ani,conj
8811,on,ppron3:sg:nom:m1:ter:akc:npraep
8812,sam,adj:sg:nom:m1:pos
8813,",",interp
8814,ani,conj
8815,żaden,adj:sg:nom:m1:pos
8816,inny,adj:sg:nom:m1:pos
8817,znany,adj:sg:nom:m1:pos
8818,filozof,subst:sg:nom:m1
8819,",",interp
8820,oprócz,prep:gen
8821,Sartre,subst:sg:gen:m1
8822,",",interp
8823,nie,qub
8824,stosować,praet:sg:m1:imperf
8825,do,prep:gen
8826,siebie,siebie:gen
8827,nazwa,subst:sg:gen:f
8828,"""",interp
8829,egzystencjalizm,subst:sg:nom:m3
8830,"""",interp
8831,;,interp
8832,mówić,praet:pl:m1:imperf
8833,jednak,conj
8834,o,prep:loc
8835,filozofia,subst:sg:loc:f
8836,egzystencja,subst:sg:loc:f
8837,.,interp
8838,Kierkegaard,subst:sg:nom:m1
8839,wzdrygnąć,praet:sg:m1:perf
8840,by,qub
8841,się,qub
8842,z,prep:inst:nwok
8843,odraza,subst:sg:inst:f
8844,na,prep:acc
8845,wieść,subst:sg:acc:f
8846,",",interp
8847,że,comp
8848,mieć,praet:sg:m1:imperf
8849,by,qub
8850,być,inf:imperf
8851,wplątać,ppas:sg:nom:m1:perf:aff
8852,w,prep:acc:nwok
8853,jakiś,adj:sg:acc:m3:pos
8854,"""",interp
8855,-,interp
8856,izm,subst:sg:acc:m3
8857,"""",interp
8858,i,conj
8859,w,prep:loc:nwok
8860,ogół,subst:sg:loc:m3
8861,uchodzić,inf:imperf
8862,za,prep:acc
8863,filozof,subst:sg:acc:m1
8864,.,interp
8865,ale,conj
8866,wiedzieć,praet:sg:m1:imperf
8867,już,qub
8868,",",interp
8869,kto,subst:sg:nom:m1
8870,być,bedzie:sg:ter:imperf
8871,on,ppron3:sg:gen:m1:ter:akc:npraep
8872,dziedzic,subst:sg:inst:m1
8873,:,interp
8874,figura,subst:sg:nom:f
8875,bardzo,adv:sup
8876,dla,prep:gen
8877,on,ppron3:sg:gen:m1:ter:nakc:praep
8878,odpychający,adj:sg:nom:f:pos
8879,",",interp
8880,mianowicie,conj
8881,profesor,subst:sg:nom:m1
8882,uniwersytet,subst:sg:gen:m3
8883,.,interp
8884,pismo,subst:pl:nom:n
8885,on,ppron3:sg:gen:m1:ter:akc:npraep
8886,",",interp
8887,często,adv:pos
8888,mglisty,adj:pl:nom:n:pos
8889,",",interp
8890,rozwlekły,adj:pl:nom:n:pos
8891,",",interp
8892,nużący,adj:pl:nom:n:pos
8893,",",interp
8894,najeżyć,ppas:pl:nom:n:perf:aff
8895,poetycki,adj:pl:inst:n:pos
8896,powtórzenie,subst:pl:inst:n
8897,",",interp
8898,być,fin:pl:ter:imperf
8899,oczywiście,adv:sup
8900,tak,adv:pos
8901,zrobić,ppas:pl:nom:n:perf:aff
8902,",",interp
8903,by,comp
8904,niepodobna,pred
8905,być,praet:sg:n:imperf
8906,on,ppron3:pl:gen:n:ter:akc:npraep
8907,streścić,inf:perf
8908,w,prep:loc:nwok
8909,mowa,subst:sg:loc:f
8910,filozof,subst:pl:gen:m1
8911,.,interp
8912,być,fin:pl:ter:imperf
8913,to,pred
8914,raczej,qub
8915,zawiły,adj:pl:nom:f:pos
8916,aluzja,subst:pl:nom:f
8917,aniżeli,conj
8918,wykład,subst:pl:nom:m3
8919,.,interp
8920,duży,adj:sg:nom:f:com
8921,chęć,subst:sg:nom:f
8922,na,prep:acc
8923,flirt,subst:sg:acc:m3
8924,nieoczekiwanie,adv:pos
8925,wyjść,praet:sg:n:perf
8926,na,prep:acc
8927,jaw,subst:sg:acc:m3
8928,",",interp
8929,że,comp
8930,czakram,subst:sg:nom:m3
8931,mieć,fin:sg:ter:imperf
8932,jeszcze,qub
8933,inny,adj:sg:acc:n:pos
8934,działanie,subst:sg:acc:n
8935,.,interp
8936,mężczyzna,subst:pl:nom:m1
8937,w,prep:loc:nwok
8938,siła,subst:sg:loc:f
8939,wiek,subst:sg:gen:m3
8940,twierdzić,fin:pl:ter:imperf
8941,",",interp
8942,że,comp
8943,po,prep:loc
8944,zwiedzić,ger:sg:loc:n:perf:aff
8945,zamkowy,adj:sg:gen:f:pos
8946,baszta,subst:sg:gen:f
8947,lub,conj
8948,po,prep:loc
8949,krótki,adj:sg:loc:m2:pos
8950,choćby,qub
8951,pobyt,subst:sg:loc:m3
8952,w,prep:loc:nwok
8953,on,ppron3:sg:gen:f:ter:akc:npraep
8954,pobliże,subst:sg:loc:n
8955,znikać,fin:pl:ter:imperf
8956,on,ppron3:pl:gen:m1:ter:akc:npraep
8957,problem,subst:pl:nom:m3
8958,z,prep:inst:nwok
8959,.,interp
8960,.,interp
8961,.,interp
8962,potencja,subst:sg:inst:f
8963,i,conj
8964,rosnąć,fin:sg:ter:imperf
8965,on,ppron3:pl:gen:m1:ter:akc:npraep
8966,chęć,subst:sg:nom:f
8967,do,prep:gen
8968,obcować,ger:sg:gen:n:imperf:aff
8969,z,prep:inst:nwok
8970,płeć,subst:sg:inst:f
8971,odmienny,adj:sg:inst:f:pos
8972,.,interp
8973,z,prep:gen:nwok
8974,to,subst:sg:gen:n
8975,jasno,adv:pos
8976,wynikać,fin:sg:ter:imperf
8977,",",interp
8978,że,comp
8979,czakram,subst:sg:nom:m3
8980,działać,fin:sg:ter:imperf
8981,jak,adv:pos
8982,afrodyzjak,subst:sg:nom:m3
8983,.,interp
8984,jeden,adj:sg:nom:m1:pos
8985,z,prep:gen:nwok
8986,nasz,adj:pl:gen:m1:pos
8987,czytelnik,subst:pl:gen:m1
8988,do,prep:gen
8989,ten,adj:sg:gen:m3:pos
8990,stopień,subst:sg:gen:m3
8991,uzależnić,praet:sg:m1:perf
8992,się,qub
8993,od,prep:gen:nwok
8994,regularny,adj:sg:gen:n:pos
8995,o,prep:acc
8996,wzmocnienie,subst:sg:gen:n
8997,tajemniczy,adj:sg:inst:m3:pos
8998,gruczoł,subst:sg:inst:m3
8999,",",interp
9000,że,comp
9001,zima,subst:sg:inst:f
9002,",",interp
9003,gdy,adv
9004,trudno,adv:pos
9005,być,praet:sg:n:imperf
9006,przedostać,inf:perf
9007,się,qub
9008,pod,prep:acc:nwok
9009,Mysi,adj:sg:acc:f:pos
9010,Wieża,subst:sg:acc:f
9011,(,interp
9012,zaspa,subst:pl:nom:f
9013,!,interp
9014,),interp
9015,",",interp
9016,zatelefonować,praet:sg:m1:perf
9017,z,prep:inst:wok
9018,skarga,subst:sg:inst:f
9019,do,prep:gen
9020,"""",interp
9021,pomorski,adj:sg:gen:f:pos
9022,"""",interp
9023,.,interp
9024,-,interp
9025,przecież,qub
9026,ja,ppron12:sg:nom:m1:pri
9027,musieć,fin:sg:pri:imperf
9028,-,interp
9029,dowodzić,praet:sg:m1:imperf
9030,.,interp
9031,-,interp
9032,tylko,qub
9033,to,subst:sg:nom:n
9034,ja,ppron12:sg:dat:m1:pri:nakc
9035,pomagać,fin:sg:ter:imperf
9036,.,interp
9037,.,interp
9038,.,interp
9039,-,interp
9040,to,pred
9041,typowy,adj:sg:nom:f:pos
9042,ekstrawagancja,subst:sg:nom:f
9043,.,interp
9044,decydować,fin:pl:ter:imperf
9045,się,qub
9046,na,prep:acc
9047,to,subst:sg:acc:n
9048,osoba,subst:pl:nom:f
9049,o,prep:loc
9050,piękny,adj:sg:loc:n:pos
9051,uzębienie,subst:sg:loc:n
9052,",",interp
9053,który,adj:pl:nom:f:pos
9054,w,prep:acc:nwok
9055,ten,adj:sg:acc:m3:pos
9056,sposób,subst:sg:acc:m3
9057,chcieć,fin:pl:ter:imperf
9058,jeszcze,qub
9059,bardzo,adv:com
9060,podkreślić,inf:perf
9061,ładny,adj:sg:acc:m3:pos
9062,uśmiech,subst:sg:acc:m3
9063,.,interp
9064,być,fin:sg:ter:imperf
9065,to,pred
9066,dosłownie,adv:pos
9067,biżuteria,subst:sg:nom:f
9068,:,interp
9069,złoty,adj:pl:nom:n:pos
9070,serduszko,subst:pl:nom:n
9071,czy,conj
9072,łezka,subst:pl:nom:f
9073,",",interp
9074,czasem,adv
9075,z,prep:inst:nwok
9076,diament,subst:sg:inst:m3
9077,",",interp
9078,czy,conj
9079,rubin,subst:sg:inst:m3
9080,w,prep:loc:nwok
9081,środek,subst:sg:loc:m3
9082,",",interp
9083,naklejać,ppas:pl:nom:f:imperf:aff
9084,na,prep:acc
9085,ząb,subst:pl:acc:m3
9086,za,prep:inst
9087,pomoc,subst:sg:inst:f
9088,środek,subst:pl:gen:m3
9089,używać,ppas:pl:gen:m3:imperf:aff
9090,w,prep:loc:nwok
9091,stomatologia,subst:sg:loc:f
9092,.,interp
9093,dla,prep:gen
9094,ząb,subst:pl:gen:m3
9095,być,fin:sg:ter:imperf
9096,to,subst:sg:nom:n
9097,nieszkodliwy,adj:sg:nom:n:pos
9098,i,conj
9099,jeśli,comp
9100,tylko,qub
9101,posiadacz,subst:sg:dat:m1
9102,ten,adj:pl:gen:f:pos
9103,ozdoba,subst:pl:gen:f
9104,znudzić,fin:pl:ter:perf
9105,się,qub
9106,",",interp
9107,bez,prep:gen:nwok
9108,problem,subst:sg:gen:m3
9109,można,pred
9110,on,ppron3:pl:acc:f:ter:akc:npraep
9111,usunąć,inf:perf
9112,.,interp
9113,sporo,num:sg:nom:m1:rec
9114,młody,adj:pl:gen:m1:pos
9115,łodzianin,subst:pl:gen:m1
9116,pytać,fin:sg:ter:imperf
9117,się,qub
9118,o,prep:acc
9119,to,subst:sg:acc:n
9120,",",interp
9121,ale,conj
9122,jak,adv:pos
9123,dotąd,adv
9124,",",interp
9125,nikt,subst:sg:nom:m1
9126,się,qub
9127,jeszcze,qub
9128,nie,qub
9129,zdecydować,praet:sg:m1:perf
9130,.,interp
9131,*,interp
9132,i,conj
9133,pójść,praet:pl:m1:perf
9134,krzyczeć,pcon:imperf
9135,;,interp
9136,długo,adv:pos
9137,po,prep:loc
9138,dolina,subst:sg:loc:f
9139,odgłos,subst:sg:nom:m3
9140,tryumf,subst:sg:gen:m3
9141,i,conj
9142,radość,subst:sg:gen:f
9143,bić,fin:sg:ter:imperf
9144,:,interp
9145,"""",interp
9146,Konrad,subst:sg:nom:m1
9147,niech,qub
9148,żyć,fin:sg:ter:imperf
9149,",",interp
9150,wielki,adj:sg:nom:m1:pos
9151,mistrz,subst:sg:nom:m1
9152,niech,qub
9153,żyć,fin:sg:ter:imperf
9154,!,interp
9155,niech,qub
9156,żyć,fin:sg:ter:imperf
9157,zakon,subst:sg:nom:m3
9158,!,interp
9159,niech,qub
9160,pogaństwo,subst:sg:nom:n
9161,zginąć,fin:sg:ter:perf
9162,!,interp
9163,"""",interp
9164,Halban,subst:sg:nom:m1
9165,pozostać,praet:sg:m1:perf
9166,mocno,adv:pos
9167,zamyślony,adj:sg:nom:m1:pos
9168,",",interp
9169,na,prep:acc
9170,wołać,pact:pl:acc:m1:imperf:aff
9171,oko,subst:sg:inst:n
9172,wzgarda,subst:sg:gen:f
9173,rzucić,praet:sg:m1:perf
9174,",",interp
9175,spójrzeć,praet:sg:m1:perf
9176,ku,prep:dat
9177,wieża,subst:sg:dat:f
9178,i,conj
9179,cichy,adj:pl:inst:m3:pos
9180,ton,subst:pl:inst:m3
9181,taki,adj:sg:acc:f:pos
9182,piosenka,subst:sg:acc:f
9183,odchodzić,pcon:imperf
9184,zanucić,praet:sg:m1:perf
9185,:,interp
9186,[,interp
9187,pieśń,subst:sg:nom:f
9188,],interp
9189,Wilija,subst:sg:nom:f
9190,",",interp
9191,nasz,adj:pl:gen:m3:pos
9192,strumień,subst:pl:gen:m3
9193,rodzica,subst:sg:nom:f
9194,",",interp
9195,dno,subst:sg:acc:n
9196,mieć,fin:sg:ter:imperf
9197,złocisty,adj:sg:acc:n:pos
9198,i,conj
9199,niebieski,adj:pl:acc:n:pos
9200,lico,subst:pl:acc:n
9201,;,interp
9202,piękny,adj:sg:nom:f:pos
9203,Litwinka,subst:sg:nom:f
9204,",",interp
9205,co,comp
9206,on,ppron3:sg:gen:f:ter:akc:npraep
9207,czerpać,fin:sg:pri:imperf
9208,woda,subst:sg:gen:f
9209,",",interp
9210,czysty,adj:sg:acc:n:com
9211,mieć,fin:sg:ter:imperf
9212,serce,subst:sg:acc:n
9213,",",interp
9214,śliczny,adj:pl:acc:f:com
9215,jagoda,subst:pl:acc:f
9216,.,interp
9217,Wilija,subst:sg:nom:f
9218,w,prep:loc:nwok
9219,miły,adj:sg:loc:f:pos
9220,kowieński,adj:sg:loc:f:pos
9221,dolina,subst:sg:loc:f
9222,śród,prep:gen
9223,tulipan,subst:pl:gen:m2
9224,i,conj
9225,narcyz,subst:pl:gen:m2
9226,płynąć,fin:sg:ter:imperf
9227,;,interp
9228,u,prep:gen
9229,noga,subst:pl:gen:f
9230,Litwinka,subst:sg:gen:f
9231,kwiat,subst:sg:nom:m3
9232,nasz,adj:pl:gen:m1:pos
9233,młodzian,subst:pl:gen:m1
9234,",",interp
9235,od,prep:gen:nwok
9236,róża,subst:pl:gen:f
9237,krasny,adj:sg:nom:m3:com
9238,i,conj
9239,od,prep:gen:nwok
9240,tulipan,subst:pl:gen:m2
9241,.,interp
9242,Wilija,subst:sg:nom:f
9243,gardzić,fin:sg:ter:imperf
9244,dolina,subst:sg:gen:f
