,base,tag
3,musieć,praet:sg:m3:imperf
4,zająć,inf:perf
5,także,qub
6,sprawa,subst:sg:inst:f
7,specjalny,adj:pl:gen:m3:pos
8,“,interp
9,bonus,subst:pl:gen:m3
10,”,interp
11,towarzyszyć,pact:pl:gen:f:imperf:aff
12,inwestycja,subst:pl:gen:f
13,.,interp
14,uzyskać,ppas:pl:nom:n:perf:aff
15,przez,prep:acc:nwok
16,my,ppron12:pl:acc:m1:pri
17,dokument,subst:pl:nom:m3
18,świadczyć,fin:pl:ter:imperf
19,bowiem,comp
20,",",interp
21,że,comp
22,inwestor,subst:sg:nom:m1
23,zapłacić,praet:sg:m1:perf
24,więcej,num:pl:acc:f:rec
25,",",interp
26,niż,conj
27,wynikać,fin:sg:ter:imperf
28,to,subst:sg:nom:n
29,z,prep:gen:nwok
30,umowny,adj:sg:gen:f:pos
31,cena,subst:sg:gen:f
32,sprzedaż,subst:sg:gen:f
33,grunt,subst:pl:gen:m3
34,(,interp
35,ustalić,ppas:sg:gen:f:perf:aff
36,na,prep:acc
37,8.200,num:pl:nom:m3:rec
38,.,interp
39,000,num:pl:nom:m3:rec
40,złoty,brev:npun
41,),interp
42,.,interp
43,pieniądz,subst:pl:inst:m3
44,na,prep:acc
45,tak zwany,brev:pun
46,.,interp
47,cel,subst:pl:acc:m3
48,społeczny,adj:pl:acc:m3:pos
49,(,interp
50,udokumentować,praet:pl:m1:perf
51,być,aglt:pl:pri:perf:nwok
52,",",interp
53,że,comp
54,być,praet:sg:n:imperf
55,to,subst:sg:gen:n
56,nie,qub
57,mało,adv:com
58,niż,conj
59,350,num:pl:nom:m3:rec
60,tysiąc,brev:pun
61,.,interp
62,złoty,brev:npun
63,),interp
64,dysponować,praet:sg:m1:imperf
65,(,interp
66,poza,prep:inst
67,budżet,subst:sg:inst:m3
68,miasto,subst:sg:gen:n
69,i,conj
70,wiedzieć,fin:pl:ter:imperf
71,radny,subst:pl:acc:m1
72,),interp
73,jednoosobowo,adv:pos
74,prezydent,subst:sg:nom:m1
75,Lubina,subst:sg:nom:m1
76,",",interp
77,który,adj:sg:nom:m1:pos
78,prezesowy,adj:pl:nom:m1:pos
79,GBS,ign
80,Polska,subst:sg:nom:f
81,wskazywać,praet:sg:m1:imperf
82,adresat,subst:pl:acc:m1
83,gotówka,subst:sg:gen:f
84,.,interp
85,wielokrotnie,adv:pos
86,nagabywać,ppas:sg:nom:m3:imperf:aff
87,o,prep:acc
88,ten,adj:pl:acc:m3:pos
89,pieniądz,subst:pl:acc:m3
90,",",interp
91,zarówno,conj
92,przez,prep:acc:nwok
93,dziennikarz,subst:pl:acc:m1
94,",",interp
95,jak,conj
96,i,conj
97,radny,subst:pl:gen:m1
98,",",interp
99,prezydent,subst:sg:nom:m1
100,zawsze,adv
101,zasłaniać,praet:sg:m1:imperf
102,się,qub
103,tajemnica,subst:sg:inst:f
104,handlowy,adj:sg:inst:f:pos
105,.,interp
106,-,interp
107,zobowiązywać,pcon:imperf
108,się,qub
109,do,prep:gen
110,przeznaczyć,ger:sg:gen:n:perf:aff
111,pewien,adj:pl:gen:m3:pos
112,pieniądz,subst:pl:gen:m3
113,na,prep:acc
114,cel,subst:pl:acc:m3
115,społeczny,adj:pl:acc:m3:pos
116,inwestor,subst:sg:nom:m1
117,nie,qub
118,życzyć,praet:sg:m1:imperf
119,siebie,siebie:dat
120,",",interp
121,aby,comp
122,podawać,inf:imperf
123,kwota,subst:pl:acc:f
124,i,conj
125,cel,subst:sg:acc:m3
126,on,ppron3:pl:gen:f:ter:akc:npraep
127,przeznaczyć,ger:sg:gen:n:perf:aff
128,.,interp
129,Dotrzymywałem,ign
130,ten,adj:sg:gen:n:pos
131,zobowiązanie,subst:sg:gen:n
132,",",interp
133,bo,comp
134,przecież,qub
135,chodzić,praet:sg:n:imperf
136,o,prep:acc
137,środek,subst:pl:acc:m3
138,prywatny,adj:pl:acc:m3:pos
139,",",interp
140,nie,qub
141,publiczny,adj:sg:nom:n:pos
142,-,interp
143,tłumaczyć,fin:sg:ter:imperf
144,dziś,adv
145,poseł,subst:sg:nom:m1
146,Tadeusz,subst:sg:nom:m1
147,Maćkała,subst:sg:nom:m1
148,.,interp
149,poseł,subst:sg:nom:m1
150,Maćkała,subst:sg:nom:m1
151,mieć,fin:sg:ter:imperf
152,kłopot,subst:sg:acc:m3
153,.,interp
154,po,prep:loc
155,nasz,adj:sg:loc:m3:pos
156,wczorajszy,adj:sg:loc:m3:pos
157,artykuł,subst:sg:loc:m3
158,",",interp
159,prokuratura,subst:sg:nom:f
160,zająć,praet:sg:f:perf
161,się,qub
162,podejrzany,adj:pl:inst:f:pos
163,okoliczność,subst:pl:inst:f
164,",",interp
165,towarzyszyć,pact:pl:inst:f:imperf:aff
166,budowa,subst:sg:loc:f
167,lubiński,adj:sg:gen:m3:pos
168,hipermarket,subst:sg:gen:m3
169,Real,subst:sg:nom:m3
170,",",interp
171,w,prep:loc:nwok
172,czas,subst:sg:loc:m3
173,gdy,adv
174,poseł,subst:sg:nom:m1
175,być,praet:sg:m1:imperf
176,prezydent,subst:sg:inst:m1
177,ten,adj:sg:gen:n:pos
178,miasto,subst:sg:gen:n
179,.,interp
0,mieć,praet:sg:m1:imperf
1,być,aglt:sg:pri:imperf:wok
2,nawet,qub
3,już,qub
4,szyna,subst:sg:acc:f
5,na,prep:acc
6,ten,adj:sg:acc:n:pos
7,sklepienie,subst:sg:acc:n
8,załatwić,ppas:sg:acc:f:perf:aff
9,",",interp
10,pójść,inf:perf
11,tylko,conj
12,dać,inf:perf
13,w,prep:acc:nwok
14,łapa,subst:sg:acc:f
15,i,conj
16,zajeżdżać,inf:imperf
17,wóz,subst:sg:inst:m3
18,.,interp
19,bo,comp
20,taki,adj:sg:gen:f:pos
21,szyna,subst:sg:gen:f
22,",",interp
23,wiadomo,pred
24,",",interp
25,zwyczajnie,adv:pos
26,nie,qub
27,kupia,subst:sg:loc:f
28,",",interp
29,trzeba,pred
30,na,prep:acc
31,okazja,subst:sg:acc:f
32,trafić,inf:perf
33,.,interp
34,a,conj
35,okazja,subst:sg:nom:f
36,nigdy,adv
37,sam,adj:sg:nom:f:pos
38,na,prep:acc
39,człowiek,subst:sg:acc:m1
40,nie,qub
41,czekać,fin:sg:ter:imperf
42,",",interp
43,tylko,qub
44,człowiek,subst:sg:nom:m1
45,musieć,fin:sg:ter:imperf
46,na,prep:acc
47,on,ppron3:sg:acc:f:ter:akc:praep
48,.,interp
49,potrzebny,adj:pl:nom:m3:pos
50,ja,ppron12:sg:dat:m1:pri:nakc
51,być,praet:pl:m3:imperf
52,trzy,num:pl:nom:m3:congr
53,kawałek,subst:pl:nom:m3
54,",",interp
55,po,prep:acc
56,jaki,adj:pl:acc:m3:pos
57,trzy,num:pl:acc:m3:congr
58,metr,subst:pl:acc:m3
59,.,interp
60,co,subst:sg:nom:n
61,się,qub
62,nachodziłem,ign
63,",",interp
64,napytałem,ign
65,",",interp
66,wszystko,subst:sg:nom:n
67,nadaremno,adv
68,.,interp
69,aż,conj
70,tu,adv
71,iść,fin:sg:pri:imperf
72,raz,subst:sg:acc:m3
73,koło,prep:gen
74,tor,subst:pl:gen:m3
75,i,conj
76,widzieć,fin:sg:pri:imperf
77,",",interp
78,wymieniać,fin:pl:ter:imperf
79,stary,adj:pl:acc:f:pos
80,szyna,subst:pl:acc:f
81,na,prep:acc
82,nowy,adj:pl:acc:m3:pos
83,.,interp
84,zagadnąć,praet:sg:m1:perf
85,być,aglt:sg:pri:perf:wok
86,robotnik,subst:pl:acc:m1
87,",",interp
88,czy,qub
89,już,qub
90,tamten,adj:pl:nom:f:pos
91,tak,adv:pos
92,zjechać,ppas:pl:nom:f:perf:aff
93,",",interp
94,że,comp
95,się,qub
96,nie,qub
97,nadawać,fin:pl:ter:imperf
98,",",interp
99,czy,qub
100,może,qub
101,zmieniać,fin:pl:ter:imperf
102,kolej,subst:sg:nom:f
103,?,interp
104,nie,qub
105,zmieniać,fin:pl:ter:imperf
106,",",interp
107,tylko,conj
108,pospieszny,adj:sg:nom:m3:pos
109,być,bedzie:sg:ter:imperf
110,tędy,adv
111,chodzić,praet:sg:m1:imperf
112,.,interp
113,a,conj
114,co,subst:sg:nom:n
115,z,prep:inst:nwok
116,ten,adj:pl:inst:m1:pos
117,stary,subst:pl:inst:m1
118,?,interp
119,pójść,fin:pl:ter:perf
120,na,prep:acc
121,szmelc,subst:sg:acc:m3
122,.,interp
123,Tobym,ign
124,kupić,praet:sg:m1:perf
125,taki,adj:sg:acc:f:pos
126,jeden,adj:sg:acc:f:pos
127,",",interp
128,bo,comp
129,ja,ppron12:sg:dat:m1:pri:nakc
130,na,prep:acc
131,sklepienie,subst:sg:acc:n
132,do,prep:gen
133,grób,subst:sg:gen:m3
134,potrzebny,adj:sg:nom:f:pos
135,.,interp
136,pociąć,praet:sg:n:perf
137,by,qub
138,się,qub
139,on,ppron3:sg:acc:f:ter:akc:npraep
140,na,prep:acc
141,trzy,num:pl:acc:m3:congr
142,kawałek,subst:pl:acc:m3
143,",",interp
144,jeszcze,qub
145,by,qub
146,zostać,praet:sg:n:perf
147,.,interp
148,nic,subst:sg:gen:n
149,nie,qub
150,wiedzieć,fin:pl:ter:imperf
151,",",interp
152,trza,pred
153,by,qub
154,iść,inf:imperf
155,do,prep:gen
156,naczelnik,subst:sg:gen:m1
157,stacja,subst:sg:gen:f
158,.,interp
159,pójść,praet:sg:m1:perf
160,być,aglt:sg:pri:perf:wok
161,do,prep:gen
162,naczelnik,subst:sg:gen:m1
163,",",interp
164,dobry,adj:sg:nom:m1:pos
165,przecież,qub
166,znajomy,adj:sg:nom:m1:pos
167,",",interp
168,i,conj
169,mówić,fin:sg:pri:imperf
170,:,interp
0,aby,comp
1,narzucić,inf:perf
2,siebie,siebie:dat
3,maksymalny,adj:sg:acc:f:pos
4,w,prep:loc:nwok
5,taki,adj:pl:loc:m3:pos
6,wypadek,subst:pl:loc:m3
7,dyscyplina,subst:sg:acc:f
8,",",interp
9,wziąć,praet:sg:m1:perf
10,być,aglt:sg:pri:perf:wok
11,na,prep:acc
12,warsztat,subst:sg:acc:m3
13,liryka,subst:sg:acc:f
14,i,conj
15,aforyzm,subst:pl:acc:m3
16,.,interp
17,niejeden,adj:sg:nom:f:pos
18,strofa,subst:sg:nom:f
19,",",interp
20,który,adj:sg:gen:f:pos
21,uczyć,fin:pl:ter:imperf
22,się,qub
23,w,prep:loc:nwok
24,szkoła,subst:pl:loc:f
25,na,prep:acc
26,pamięć,subst:sg:acc:f
27,(,interp
28,przez,prep:acc:nwok
29,serce,subst:sg:acc:n
30,",",interp
31,porównaj,brev:pun
32,.,interp
33,angielski,adj:sg:nom:m3:pos
34,",",interp
35,francuski,adj:sg:nom:m3:pos
36,),interp
37,swój,adj:sg:acc:m3:pos
38,obecny,adj:sg:acc:m3:pos
39,kształt,subst:sg:acc:m3
40,uzyskać,praet:sg:f:perf
41,na,prep:loc
42,mój,adj:sg:loc:n:pos
43,biurko,subst:sg:loc:n
44,.,interp
45,szkolny,adj:pl:nom:n:pos
46,wypracowanie,subst:pl:nom:n
47,opierać,fin:pl:ter:imperf
48,się,qub
49,na,prep:loc
50,cytat,subst:pl:loc:m3
51,",",interp
52,jaki,adj:pl:gen:m3:pos
53,nie,qub
54,uświadczyć,fin:sg:sec:perf
55,w,prep:loc:nwok
56,pierwotny,adj:sg:loc:f:pos
57,wersja,subst:sg:loc:f
58,.,interp
59,w,prep:loc:nwok
60,werdykt,subst:sg:loc:m3
61,doroczny,adj:sg:gen:f:pos
62,nagroda,subst:sg:gen:f
63,poetycki,adj:sg:gen:f:pos
64,pojawić,praet:sg:m3:perf
65,się,qub
66,dystych,subst:sg:nom:m3
67,",",interp
68,mieć,pact:sg:nom:m3:imperf:aff
69,niczym,prep:nom
70,koda,subst:sg:nom:f
71,streszczać,inf:imperf
72,cały,adj:sg:acc:n:pos
73,dzieło,subst:sg:acc:n
74,",",interp
75,nanieść,ppas:sg:nom:m2:perf:aff
76,na,prep:loc
77,margines,subst:sg:loc:m3
78,w,prep:loc:nwok
79,zastępstwo,subst:sg:loc:n
80,sformułowanie,subst:pl:gen:n
81,nie,qub
82,do,prep:gen
83,koniec,subst:sg:gen:m3
84,przekonywać,pact:pl:gen:n:imperf:aff
85,",",interp
86,który,adj:pl:acc:n:pos
87,zdecydować,praet:pl:m1:perf
88,być,aglt:pl:pri:perf:nwok
89,się,qub
90,skreślić,inf:perf
91,.,interp
92,słownik,subst:sg:nom:m3
93,termin,subst:pl:gen:m3
94,literacki,adj:pl:gen:m3:pos
95,podawać,fin:sg:ter:imperf
96,mój,adj:sg:acc:f:pos
97,ingerencja,subst:sg:acc:f
98,jako,conj
99,przykład,subst:sg:acc:m3
100,twórczy,adj:sg:gen:f:pos
101,aliteracja,subst:sg:gen:f
102,",",interp
103,nie,qub
104,podejrzewać,pcon:imperf
105,",",interp
106,że,comp
107,autor,subst:sg:nom:m1
108,chcieć,praet:sg:m1:imperf
109,my,ppron12:pl:dat:m1:pri
110,tylko,qub
111,wygarnąć,inf:perf
112,prawda,subst:sg:acc:f
113,",",interp
114,pozbawić,ppas:sg:acc:f:perf:aff
115,instrumentacja,subst:sg:gen:f
116,głoskowy,adj:sg:gen:f:pos
117,.,interp
118,warto,pred
119,pamiętać,inf:imperf
120,",",interp
121,że,comp
122,prawda,subst:sg:nom:f
123,składać,fin:sg:ter:imperf
124,się,qub
125,z,prep:gen:nwok
126,morfem,subst:pl:gen:m3
127,.,interp
0,gdyby,comp
1,tylko,qub
2,iść,praet:sg:n:imperf
3,o,prep:acc
4,gorzkawy,adj:sg:acc:n:pos
5,natrząsać,ger:sg:acc:n:perf:aff
6,się,qub
7,z,prep:gen:nwok
8,trafić,ppas:sg:gen:f:perf:neg
9,(,interp
10,bo,comp
11,nieczytelny,adj:sg:gen:f:pos
12,w,prep:loc:nwok
13,swój,adj:sg:loc:n:pos
14,przesłanie,subst:sg:loc:n
15,),interp
16,przydrożny,adj:sg:gen:f:pos
17,reklama,subst:sg:gen:f
18,",",interp
19,nie,qub
20,być,praet:sg:n:imperf
21,by,qub
22,o,prep:loc
23,co,subst:sg:loc:n
24,pisać,inf:imperf
25,",",interp
26,ale,conj
27,pojawić,praet:sg:f:perf
28,się,qub
29,w,prep:loc:wok
30,ja,ppron12:sg:loc:m1:pri
31,zgoła,qub
32,inny,adj:sg:nom:f:pos
33,refleksja,subst:sg:nom:f
34,-,interp
35,jak,adv:pos
36,bardzo,adv:sup
37,na,prep:loc
38,serio,adj:sg:loc:f:pos
39,.,interp
40,pytanie,subst:sg:nom:n
41,",",interp
42,który,adj:sg:nom:n:pos
43,powinien,winien:sg:m1:imperf
44,(,interp
45,jak,adv:pos
46,sądzić,fin:sg:pri:imperf
47,),interp
48,postawić,inf:perf
49,siebie,siebie:dat
50,każdy,adj:sg:nom:m1:pos
51,przed,prep:inst:nwok
52,zmówić,ger:sg:inst:n:perf:aff
53,wieczorny,adj:sg:gen:m3:pos
54,pacierz,subst:sg:gen:m3
55,",",interp
56,przy,prep:loc
57,rachunek,subst:sg:loc:m3
58,sumienie,subst:sg:gen:n
59,z,prep:gen:nwok
60,mijać,pact:sg:gen:m3:imperf:aff
61,dzień,subst:sg:gen:m3
62,.,interp
63,pytanie,subst:sg:nom:n
64,brzmieć,fin:sg:ter:imperf
65,:,interp
66,czy,qub
67,móc,fin:sg:pri:imperf
68,o,prep:loc
69,siebie,siebie:loc
70,powiedzieć,inf:perf
71,",",interp
72,że,comp
73,nadal,adv
74,być,fin:sg:pri:imperf
75,dobry,adj:sg:inst:m1:pos
76,człowiek,subst:sg:inst:m1
77,?,interp
78,nikt,subst:sg:dat:m1
79,nie,qub
80,zaszkodzić,praet:sg:m1:perf
81,być,aglt:sg:pri:perf:wok
82,(,interp
83,nawet,qub
84,nieumyślnie,adv:pos
85,),interp
86,",",interp
87,nie,qub
88,skrzywdzić,praet:sg:m1:perf
89,być,aglt:sg:pri:perf:wok
90,obmowa,subst:sg:inst:f
91,",",interp
92,nie,qub
93,urazić,praet:sg:m1:perf
94,być,aglt:sg:pri:perf:wok
95,czyjś,adj:pl:gen:n:pos
96,uczucie,subst:pl:gen:n
97,?,interp
98,czy,qub
99,-,interp
100,nawiązywać,pcon:imperf
101,do,prep:gen
102,alegoryczny,adj:sg:gen:n:pos
103,odczytać,ger:sg:gen:n:perf:aff
104,reklama,subst:sg:gen:f
105,-,interp
106,nie,qub
107,stać,praet:sg:m1:imperf
108,być,aglt:sg:pri:imperf:wok
109,się,qub
110,„,interp
111,homo,subst:sg:gen:m1
112,sapiens,subst:sg:gen:m1
113,-,interp
114,sus,subst:sg:nom:m3
115,”,interp
116,",",interp
117,czyli,conj
118,",",interp
119,rzecz,subst:sg:nom:f
120,nazywać,pcon:imperf
121,po,prep:loc
122,imię,subst:sg:loc:n
123,",",interp
124,nie,qub
125,ześwinić,praet:sg:m1:perf
126,być,aglt:sg:pri:perf:wok
127,się,qub
128,?,interp
129,myśleć,fin:sg:pri:imperf
130,",",interp
131,że,comp
132,ten,adj:sg:nom:m3:pos
133,problem,subst:sg:nom:m3
134,zdecydowanie,qub
135,umykać,fin:sg:ter:imperf
136,uwaga,subst:sg:gen:f
137,.,interp
138,ileż,num:pl:nom:m1:rec
139,uniknąć,praet:pl:m1:perf
140,by,qub
141,być,aglt:pl:pri:perf:nwok
142,przykry,adj:pl:gen:f:pos
143,dla,prep:gen
144,my,ppron12:pl:gen:m1:pri
145,sytuacja,subst:sg:dat:f
146,",",interp
147,a,conj
148,i,conj
149,nie,qub
150,przyprawiać,praet:pl:m1:imperf
151,by,qub
152,być,aglt:pl:pri:imperf:nwok
153,o,prep:acc
154,zły,adj:sg:acc:m3:pos
155,nastrój,subst:sg:acc:m3
156,inny,adj:pl:gen:m1:pos
157,",",interp
158,gdyby,comp
159,chęć,subst:sg:nom:f
160,być,ger:sg:gen:n:imperf:aff
161,zwyczajnie,adv:pos
162,człowiek,subst:sg:inst:m1
163,być,praet:sg:f:imperf
164,powszechny,adj:sg:nom:f:pos
165,",",interp
166,a,conj
167,nie,qub
168,tak,adv:pos
169,rzadki,adj:sg:nom:f:pos
170,",",interp
171,jak,adv:pos
172,być,fin:sg:ter:imperf
173,.,interp
0,tuż,qub
1,przed,prep:inst:nwok
2,głosować,ger:sg:inst:n:imperf:aff
3,przewodniczący,subst:pl:nom:m1
4,poszczególny,adj:pl:gen:f:pos
5,komisja,subst:pl:gen:f
6,przedstawić,praet:pl:m1:perf
7,on,ppron3:pl:gen:f:ter:akc:npraep
8,stanowisko,subst:pl:acc:n
9,",",interp
10,dotyczyć,pact:pl:acc:n:imperf:aff
11,likwidacja,subst:sg:gen:f
12,podstawówka,subst:sg:gen:f
13,w,prep:loc:nwok
14,Jankowicach,ign
15,.,interp
16,w,prep:loc:nwok
17,przypadek,subst:sg:loc:m3
18,komisja,subst:sg:gen:f
19,oświatowy,adj:sg:gen:f:pos
20,cztery,num:pl:gen:m1:congr
21,z,prep:gen:nwok
22,pięć,num:pl:gen:m1:congr
23,radny,subst:pl:gen:m1
24,",",interp
25,który,adj:pl:nom:m1:pos
26,w,prep:loc:nwok
27,on,ppron3:sg:loc:f:ter:akc:praep
28,działać,fin:pl:ter:imperf
29,",",interp
30,nie,qub
31,zająć,praet:sg:n:perf
32,ani,conj
33,stanowisko,subst:sg:gen:n
34,na,prep:acc
35,"""",interp
36,tak,adv:pos
37,"""",interp
38,",",interp
39,ani,conj
40,na,prep:acc
41,"""",interp
42,nie,qub
43,"""",interp
44,.,interp
45,pytanie,subst:sg:nom:n
46,",",interp
47,czy,qub
48,na,prep:acc
49,on,ppron3:pl:gen:m1:ter:akc:npraep
50,decyzja,subst:sg:acc:f
51,mieć,praet:sg:f:imperf
52,wpływ,subst:sg:acc:m3
53,analiza,subst:sg:nom:f
54,subwencja,subst:sg:gen:f
55,oświatowy,adj:sg:gen:f:pos
56,",",interp
57,który,adj:sg:acc:f:pos
58,dostać,praet:pl:m1:perf
59,od,prep:gen:nwok
60,sekretarz,subst:sg:gen:m1
61,Pietraszewski,subst:sg:gen:m1
62,?,interp
63,-,interp
64,analiza,subst:sg:nom:f
65,wprowadzić,praet:sg:f:perf
66,zamieszanie,subst:sg:acc:n
67,",",interp
68,ponieważ,comp
69,nie,qub
70,wiedzieć,praet:pl:m1:imperf
71,być,aglt:pl:pri:imperf:nwok
72,",",interp
73,ile,num:pl:acc:n:rec
74,w,prep:loc:nwok
75,koniec,subst:sg:loc:m3
76,mama,subst:sg:gen:f
77,pieniądz,subst:pl:gen:m3
78,na,prep:acc
79,szkoła,subst:pl:acc:f
80,-,interp
81,komentować,fin:sg:ter:imperf
82,radny,subst:sg:nom:m1
83,Robert,subst:sg:nom:m1
84,Nowak,subst:sg:nom:m1
85,",",interp
86,przewodniczący,subst:sg:nom:m1
87,komisja,subst:sg:gen:f
88,oświatowy,adj:sg:gen:f:pos
89,.,interp
90,-,interp
91,jak,adv:pos
92,w,prep:loc:nwok
93,taki,adj:sg:loc:f:pos
94,sytuacja,subst:sg:loc:f
95,podjąć,inf:perf
96,decyzja,subst:sg:acc:f
97,o,prep:loc
98,likwidacja,subst:sg:loc:f
99,jeden,adj:sg:loc:f:pos
100,z,prep:gen:nwok
101,on,ppron3:pl:gen:f:ter:akc:praep
102,?,interp
0,przyszłość,subst:sg:nom:f
1,to,subst:sg:gen:n
2,",",interp
3,co,subst:sg:nom:n
4,zostać,praet:sg:n:perf
5,z,prep:gen:nwok
6,aktywa,subst:pl:gen:n
7,fundusz,subst:sg:gen:m3
8,święty,brev:pun
9,.,interp
10,Jerzy,subst:sg:gen:m1
11,",",interp
12,na,prep:loc
13,raz,subst:sg:loc:m3
14,nie,qub
15,być,fin:sg:ter:imperf
16,jasny,adj:sg:nom:f:pos
17,.,interp
18,taki,adj:sg:gen:n:pos
19,zdanie,subst:sg:gen:n
20,być,fin:sg:ter:imperf
21,przynajmniej,qub
22,część,subst:sg:nom:f
23,on,ppron3:sg:gen:m1:ter:akc:npraep
24,udziałowiec,subst:pl:gen:m1
25,.,interp
26,Jarosław,subst:sg:nom:m1
27,Włosek,subst:sg:nom:m1
28,oddać,praet:sg:m1:perf
29,300,num:pl:acc:m3:congr
30,zebrać,ppas:pl:gen:m3:perf:aff
31,przez,prep:acc:nwok
32,siebie,siebie:acc
33,świadectwo,subst:pl:gen:n
34,fundusz,subst:sg:dat:m3
35,.,interp
36,-,interp
37,ja,ppron12:sg:nom:m1:pri
38,jako,prep:nom
39,zwykły,adj:sg:nom:m1:pos
40,akcjonariusz,subst:sg:nom:m1
41,nie,qub
42,mieć,fin:sg:pri:imperf
43,nic,subst:sg:gen:n
44,do,prep:gen
45,powiedzieć,ger:sg:gen:n:perf:aff
46,.,interp
47,stracić,praet:sg:m1:perf
48,być,aglt:sg:pri:perf:wok
49,kontrola,subst:sg:acc:f
50,nad,prep:inst:nwok
51,pieniądz,subst:pl:inst:m3
52,",",interp
53,który,adj:pl:acc:m3:pos
54,tam,adv
55,włożyć,praet:sg:m1:perf
56,być,aglt:sg:pri:perf:wok
57,-,interp
58,oceniać,fin:sg:ter:imperf
59,.,interp
60,kontrola,subst:sg:gen:f
61,nad,prep:inst:nwok
62,finanse,subst:pl:inst:n
63,spółka,subst:sg:gen:f
64,nie,qub
65,mieć,fin:sg:ter:imperf
66,również,qub
67,Maria,subst:sg:nom:f
68,Książek,subst:sg:nom:f
69,.,interp
70,-,interp
71,jeździć,fin:sg:pri:imperf
72,na,prep:acc
73,ten,adj:pl:acc:n:pos
74,walny,adj:pl:acc:n:pos
75,zgromadzenie,subst:pl:acc:n
76,",",interp
77,ale,conj
78,bilans,subst:sg:gen:m3
79,jeszcze,qub
80,nie,qub
81,widzieć,praet:sg:f:imperf
82,być,aglt:sg:pri:imperf:nwok
83,.,interp
84,obiecać,praet:pl:m1:perf
85,",",interp
86,że,comp
87,wysłać,fin:pl:ter:perf
88,",",interp
89,no,qub
90,więc,conj
91,czekać,fin:sg:pri:imperf
92,.,interp
93,prezes,subst:sg:nom:m1
94,Suszek,subst:sg:nom:m1
95,dziwić,fin:sg:ter:imperf
96,się,qub
97,to,subst:sg:dat:n
98,bardzo,adv:pos
99,:,interp
100,-,interp
101,przecież,qub
102,każdy,adj:sg:nom:m1:pos
103,dostać,praet:sg:m1:perf
104,uprościć,ppas:sg:acc:f:perf:aff
105,informacja,subst:sg:acc:f
106,bilansowy,adj:sg:acc:f:pos
107,.,interp
108,o,interj
109,",",interp
110,prosić,fin:sg:pri:imperf
111,-,interp
112,wskazywać,fin:sg:ter:imperf
113,na,prep:acc
114,rubryczka,subst:sg:acc:f
115,w,prep:loc:nwok
116,dokument,subst:sg:loc:m3
117,.,interp
118,-,interp
119,w,prep:loc:nwok
120,ostatni,adj:sg:loc:m3:pos
121,rok,subst:sg:loc:m3
122,mieć,praet:pl:m1:imperf
123,być,aglt:pl:pri:imperf:nwok
124,99,num:pl:acc:m3:rec
125,tysiąc,brev:pun
126,.,interp
127,złoty,brev:npun
128,zysk,subst:sg:gen:m3
129,.,interp
130,w,prep:loc:nwok
131,informacja,subst:sg:loc:f
132,bilansowy,adj:sg:loc:f:pos
133,prezes,subst:sg:nom:m1
134,przeoczyć,praet:sg:m1:perf
135,jednak,conj
136,zastrzeżenie,subst:sg:acc:n
137,",",interp
138,że,comp
139,wynik,subst:sg:nom:m3
140,finansowy,adj:sg:nom:m3:pos
141,podlegać,fin:sg:ter:imperf
142,korekta,subst:sg:dat:f
143,in,adj:sg:nom:m3:pos
144,minus,subst:sg:nom:m3
145,o,prep:acc
146,551,num:pl:acc:m3:rec
147,tysiąc,brev:pun
148,.,interp
149,złoty,brev:npun
150,oraz,conj
151,że,comp
152,zmiana,subst:sg:nom:f
153,środek,subst:pl:gen:m3
154,pieniężny,adj:pl:gen:m3:pos
155,netto,adj:pl:gen:m3:pos
156,wynosić,fin:sg:ter:imperf
157,niemal,qub
158,30,num:pl:acc:m3:rec
159,tysiąc,brev:pun
160,.,interp
161,złoty,brev:npun
162,.,interp
0,w,prep:loc:nwok
1,suma,subst:sg:loc:f
2,profesor,brev:pun
3,.,interp
4,Biela,subst:sg:nom:f
5,być,fin:sg:ter:imperf
6,jednak,qub
7,zadowolony,adj:sg:nom:m1:pos
8,",",interp
9,bo,comp
10,on,ppron3:sg:gen:m1:ter:akc:npraep
11,zdanie,subst:sg:inst:n
12,fundusz,subst:sg:nom:m3
13,zaczynać,fin:sg:ter:imperf
14,spełniać,inf:imperf
15,swój,adj:sg:acc:f:pos
16,misja,subst:sg:acc:f
17,.,interp
18,-,interp
19,coraz,adv
20,bardzo,adv:com
21,przechodzić,fin:sg:ter:imperf
22,z,prep:gen:nwok
23,gospodarować,ger:sg:gen:n:imperf:aff
24,kapitał,subst:sg:inst:m3
25,na,prep:loc
26,zasada,subst:sg:loc:f
27,spekulacja,subst:sg:gen:f
28,giełdowy,adj:sg:gen:f:pos
29,do,prep:gen
30,inwestować,ger:sg:gen:n:imperf:aff
31,w,prep:acc:nwok
32,prawdziwy,adj:sg:acc:n:pos
33,życie,subst:sg:acc:n
34,gospodarczy,adj:sg:acc:n:pos
35,.,interp
36,sęk,subst:sg:nom:m3
37,w,prep:loc:nwok
38,to,subst:sg:loc:n
39,",",interp
40,że,comp
41,mało,num:pl:nom:m1:rec
42,kto,subst:sg:nom:m1
43,pojmować,fin:sg:ter:imperf
44,taki,adj:sg:acc:f:pos
45,mowa,subst:sg:acc:f
46,.,interp
47,-,interp
48,on,ppron3:pl:nom:m1:ter:akc:npraep
49,udzielać,fin:pl:ter:imperf
50,jakiś,adj:pl:gen:m3:pos
51,kredyt,subst:pl:gen:m3
52,",",interp
