,base,tag
102,alegoryczny,adj:sg:gen:n:pos
103,odczytać,ger:sg:gen:n:perf:aff
104,reklama,subst:sg:gen:f
105,-,interp
106,nie,qub
107,stać,praet:sg:m1:imperf
108,być,aglt:sg:pri:imperf:wok
109,się,qub
110,„,interp
111,homo,subst:sg:nom:m1
112,sapiens,subst:sg:nom:m1
113,-,interp
114,sus,subst:sg:nom:m3
115,”,interp
116,",",interp
117,czyli,conj
118,",",interp
119,rzecz,subst:sg:acc:f
120,nazywać,pcon:imperf
121,po,prep:loc
122,imię,subst:sg:loc:n
123,",",interp
124,nie,qub
125,ześwinić,praet:sg:m1:perf
126,być,aglt:sg:pri:imperf:wok
127,się,qub
128,?,interp
129,myśleć,fin:sg:pri:imperf
130,",",interp
131,że,comp
132,ten,adj:sg:nom:m3:pos
133,problem,subst:sg:nom:m3
134,zdecydowanie,adv:pos
135,umykać,fin:sg:ter:imperf
136,uwaga,subst:pl:acc:f
137,.,interp
138,ileż,num:pl:acc:m1:rec
139,uniknąć,praet:pl:m1:perf
140,by,qub
141,być,aglt:pl:pri:imperf:nwok
142,przykry,adj:pl:gen:f:pos
143,dla,prep:gen
144,my,ppron12:pl:gen:m1:pri
145,sytuacja,subst:sg:gen:f
146,",",interp
147,a,conj
148,i,qub
149,nie,qub
150,przyprawiać,praet:pl:m1:imperf
151,by,qub
152,być,aglt:pl:pri:imperf:nwok
153,o,prep:acc
154,zły,adj:sg:acc:m3:pos
155,nastrój,subst:sg:acc:m3
156,inny,adj:pl:gen:m1:pos
157,",",interp
158,gdyby,comp
159,chęć,subst:sg:nom:f
160,być,ger:sg:gen:n:imperf:aff
161,zwyczajnie,adv:pos
162,człowiek,subst:sg:inst:m1
163,być,praet:sg:f:imperf
164,powszechny,adj:sg:nom:f:pos
165,",",interp
166,a,conj
167,nie,qub
168,tak,adv:pos
169,rzadki,adj:sg:nom:f:pos
170,",",interp
171,jak,adv:pos
172,być,fin:sg:ter:imperf
173,.,interp
0,tuż,qub
1,przed,prep:inst:nwok
2,głosowanie,subst:sg:inst:n
3,przewodniczący,subst:pl:nom:m1
4,poszczególny,adj:pl:gen:f:pos
5,komisja,subst:pl:gen:f
6,przedstawić,praet:pl:m1:perf
7,on,ppron3:pl:gen:m1:ter:akc:npraep
8,stanowisko,subst:pl:acc:n
9,",",interp
10,dotyczyć,pact:pl:acc:n:imperf:aff
11,likwidacja,subst:sg:gen:f
12,podstawówka,subst:sg:gen:f
13,w,prep:loc:nwok
14,Jankowicach,subst:pl:loc:n
15,.,interp
16,w,prep:loc:nwok
17,przypadek,subst:sg:loc:m3
18,komisja,subst:sg:gen:f
19,oświatowy,adj:sg:gen:f:pos
20,cztery,num:pl:nom:m1:rec
21,z,prep:gen:nwok
22,pięć,num:pl:gen:m1:congr
23,radny,subst:pl:gen:m1
24,",",interp
25,który,adj:pl:nom:m1:pos
26,w,prep:loc:nwok
27,on,ppron3:sg:loc:f:ter:akc:praep
28,działać,fin:pl:ter:imperf
29,",",interp
30,nie,qub
31,zająć,praet:sg:n:perf
32,ani,qub
33,stanowisko,subst:sg:gen:n
34,na,prep:acc
35,"""",interp
36,tak,qub
37,"""",interp
38,",",interp
39,ani,conj
40,na,prep:acc
41,"""",interp
42,nie,qub
43,"""",interp
44,.,interp
45,pytanie,subst:sg:nom:n
46,",",interp
47,czy,qub
48,na,prep:acc
49,on,ppron3:pl:gen:m1:ter:akc:npraep
50,decyzja,subst:sg:acc:f
51,mieć,praet:sg:f:imperf
52,wpływ,subst:sg:acc:m3
53,analiza,subst:sg:nom:f
54,subwencja,subst:sg:gen:f
55,oświatowy,adj:sg:gen:f:pos
56,",",interp
57,który,adj:sg:acc:f:pos
58,dostać,praet:pl:m1:perf
59,od,prep:gen:nwok
60,sekretarz,subst:sg:gen:m1
61,Pietraszewski,subst:sg:gen:m1
62,?,interp
63,-,interp
64,analiza,subst:sg:nom:f
65,wprowadzić,praet:sg:f:perf
66,zamieszanie,subst:sg:acc:n
67,",",interp
68,ponieważ,comp
69,nie,qub
70,wiedzieć,praet:pl:m1:imperf
71,być,aglt:pl:pri:imperf:nwok
72,",",interp
73,ile,adv
74,w,prep:loc:nwok
75,koniec,subst:sg:loc:m3
76,mieć,fin:pl:pri:imperf
77,pieniądz,subst:pl:gen:m3
78,na,prep:acc
79,szkoła,subst:pl:acc:f
80,-,interp
81,komentować,fin:sg:ter:imperf
82,radny,subst:sg:nom:m1
83,Robert,subst:sg:nom:m1
84,Nowak,subst:sg:nom:m1
85,",",interp
86,przewodniczący,subst:sg:nom:m1
87,komisja,subst:sg:gen:f
88,oświatowy,adj:sg:gen:f:pos
89,.,interp
90,-,interp
91,jak,adv:pos
92,w,prep:loc:nwok
93,taki,adj:sg:loc:f:pos
94,sytuacja,subst:sg:loc:f
95,podjąć,inf:perf
96,decyzja,subst:sg:acc:f
97,o,prep:loc
98,likwidacja,subst:sg:loc:f
99,jeden,adj:sg:loc:f:pos
100,z,prep:gen:nwok
101,on,ppron3:pl:gen:f:ter:akc:praep
102,?,interp
0,przyszłość,subst:sg:nom:f
1,to,subst:sg:gen:n
2,",",interp
3,co,subst:sg:nom:n
4,zostać,praet:sg:n:perf
5,z,prep:gen:nwok
6,aktywa,subst:pl:gen:n
7,fundusz,subst:sg:gen:m3
8,święty,brev:pun
9,.,interp
10,Jerzy,subst:sg:gen:m1
11,",",interp
12,na,prep:loc
13,raz,subst:sg:loc:m3
14,nie,qub
15,być,fin:sg:ter:imperf
16,jasny,adj:sg:nom:f:pos
17,.,interp
18,taki,adj:sg:gen:n:pos
19,zdanie,subst:sg:gen:n
20,być,fin:sg:ter:imperf
21,przynajmniej,qub
22,część,subst:sg:nom:f
23,on,ppron3:sg:gen:m1:ter:akc:npraep
24,udziałowiec,subst:pl:gen:m1
25,.,interp
26,Jarosław,subst:sg:nom:m1
27,Włosek,subst:sg:nom:m1
28,oddać,praet:sg:m1:perf
29,300,num:pl:acc:f:rec
30,zebrać,ppas:pl:gen:n:perf:aff
31,przez,prep:acc:nwok
32,siebie,siebie:acc
33,świadectwo,subst:pl:gen:n
34,fundusz,subst:sg:dat:m3
35,.,interp
36,-,interp
37,ja,ppron12:sg:nom:m1:pri
38,jako,conj
39,zwykły,adj:sg:nom:m1:pos
40,akcjonariusz,subst:sg:nom:m1
41,nie,qub
42,mieć,fin:sg:pri:imperf
43,nic,subst:sg:gen:n
44,do,prep:gen
45,powiedzieć,ger:sg:gen:n:perf:aff
46,.,interp
47,stracić,praet:sg:m1:perf
48,być,aglt:sg:pri:imperf:wok
49,kontrola,subst:sg:acc:f
50,nad,prep:inst:nwok
51,pieniądz,subst:pl:inst:m3
52,",",interp
53,który,adj:pl:acc:m3:pos
54,tam,adv
55,włożyć,praet:sg:m1:perf
56,być,aglt:sg:pri:imperf:wok
57,-,interp
58,oceniać,fin:sg:ter:imperf
59,.,interp
60,kontrola,subst:sg:gen:f
61,nad,prep:inst:nwok
62,finanse,subst:pl:inst:n
63,spółka,subst:sg:gen:f
64,nie,qub
65,mieć,fin:sg:ter:imperf
66,również,qub
67,Maria,subst:sg:nom:f
68,Książek,subst:sg:nom:f
69,.,interp
70,-,interp
71,jeździć,fin:sg:pri:imperf
72,na,prep:acc
73,ten,adj:pl:acc:n:pos
74,walny,adj:pl:acc:n:pos
75,zgromadzenie,subst:pl:acc:n
76,",",interp
77,ale,conj
78,bilans,subst:sg:gen:m3
79,jeszcze,qub
80,nie,qub
81,widzieć,praet:sg:f:imperf
82,być,aglt:sg:pri:imperf:nwok
83,.,interp
84,obiecać,praet:pl:m1:perf
85,",",interp
86,że,comp
87,wysłać,fin:pl:ter:perf
88,",",interp
89,no,qub
90,więc,conj
91,czekać,fin:sg:pri:imperf
92,.,interp
93,prezes,subst:sg:nom:m1
94,Suszek,subst:sg:nom:m1
95,dziwić,fin:sg:ter:imperf
96,się,qub
97,to,subst:sg:dat:n
98,bardzo,adv:pos
99,:,interp
100,-,interp
101,przecież,qub
102,każdy,adj:sg:nom:m1:pos
103,dostać,praet:sg:m1:perf
104,uprościć,ppas:sg:acc:f:perf:aff
105,informacja,subst:sg:acc:f
106,bilansowy,adj:sg:acc:f:pos
107,.,interp
108,o,interj
109,",",interp
110,prosić,fin:sg:pri:imperf
111,-,interp
112,wskazywać,fin:sg:ter:imperf
113,na,prep:acc
114,rubryczka,subst:sg:acc:f
115,w,prep:loc:nwok
116,dokument,subst:sg:loc:m3
117,.,interp
118,-,interp
119,w,prep:loc:nwok
120,ostatni,adj:sg:loc:m3:pos
121,rok,subst:sg:loc:m3
122,mieć,praet:pl:m1:imperf
123,być,aglt:pl:pri:imperf:nwok
124,99,num:pl:acc:m3:rec
125,tysiąc,brev:pun
126,.,interp
127,złoty,brev:npun
128,zysk,subst:sg:gen:m3
129,.,interp
130,w,prep:loc:nwok
131,informacja,subst:sg:loc:f
132,bilansowy,adj:sg:loc:f:pos
133,prezes,subst:sg:nom:m1
134,przeoczyć,praet:sg:m1:perf
135,jednak,conj
136,zastrzeżenie,subst:sg:acc:n
137,",",interp
138,że,comp
139,wynik,subst:sg:nom:m3
140,finansowy,adj:sg:nom:m3:pos
141,podlegać,fin:sg:ter:imperf
142,korekta,subst:sg:dat:f
143,in,subst:sg:acc:m3
144,minus,subst:sg:acc:m3
145,o,prep:loc
146,551,num:pl:loc:m3:congr
147,tysiąc,brev:pun
148,.,interp
149,złoty,brev:npun
150,oraz,conj
151,że,comp
152,zmiana,subst:sg:nom:f
153,środek,subst:pl:gen:m3
154,pieniężny,adj:pl:gen:m3:pos
155,netto,adj:pl:gen:m3:pos
156,wynosić,fin:sg:ter:imperf
157,niemal,qub
158,30,num:pl:acc:m3:rec
159,tysiąc,brev:pun
160,.,interp
161,złoty,brev:npun
162,.,interp
0,w,prep:loc:nwok
1,suma,subst:sg:loc:f
2,profesor,brev:pun
3,.,interp
4,Biel,subst:sg:gen:m1
5,być,fin:sg:ter:imperf
6,jednak,conj
7,zadowolony,adj:sg:nom:m1:pos
8,",",interp
9,bo,comp
10,on,ppron3:sg:gen:m1:ter:akc:npraep
11,zdanie,subst:sg:inst:n
12,fundusz,subst:sg:nom:m3
13,zaczynać,fin:sg:ter:imperf
14,spełniać,inf:imperf
15,swój,adj:sg:acc:f:pos
16,misja,subst:sg:acc:f
17,.,interp
18,-,interp
19,coraz,adv
20,bardzo,adv:com
21,przechodzić,fin:sg:ter:imperf
22,z,prep:gen:nwok
23,gospodarować,ger:sg:gen:n:imperf:aff
24,kapitał,subst:sg:inst:m3
25,na,prep:loc
26,zasada,subst:sg:loc:f
27,spekulacja,subst:sg:gen:f
28,giełdowy,adj:sg:gen:f:pos
29,do,prep:gen
30,inwestować,ger:sg:gen:n:imperf:aff
31,w,prep:acc:nwok
32,prawdziwy,adj:sg:acc:n:pos
33,życie,subst:sg:acc:n
34,gospodarczy,adj:sg:acc:n:pos
35,.,interp
36,sęk,subst:sg:nom:m3
37,w,prep:loc:nwok
38,to,subst:sg:loc:n
39,",",interp
40,że,comp
41,mało,num:pl:nom:m1:rec
42,kto,subst:sg:nom:m1
43,pojmować,fin:sg:ter:imperf
44,taki,adj:sg:acc:f:pos
45,mowa,subst:sg:acc:f
46,.,interp
47,-,interp
48,on,ppron3:pl:nom:m1:ter:akc:npraep
49,udzielać,fin:pl:ter:imperf
50,jakiś,adj:pl:gen:m3:pos
51,kredyt,subst:pl:gen:m3
52,",",interp
53,założyć,praet:pl:m1:perf
54,jakiś,adj:pl:acc:m3:pos
55,sklep,subst:pl:acc:m3
56,",",interp
57,ja,ppron12:sg:nom:m1:pri
58,za,qub
59,bardzo,adv:pos
60,się,qub
61,nie,qub
62,orientować,fin:sg:pri:imperf
63,",",interp
64,co,subst:sg:nom:n
65,tam,adv
66,się,qub
67,dziać,fin:sg:ter:imperf
68,-,interp
69,rozkładać,fin:sg:ter:imperf
70,ręka,subst:pl:acc:f
71,udziałowiec,subst:sg:nom:m1
72,fundusz,subst:sg:gen:m3
73,Halina,subst:sg:nom:f
74,Szustak,subst:sg:nom:f
75,.,interp
76,częściowy,adj:sg:acc:f:pos
77,odpowiedź,subst:sg:acc:f
78,na,prep:acc
79,ten,adj:sg:acc:n:pos
80,pytanie,subst:sg:acc:n
81,odnajdować,fin:pl:pri:imperf
82,w,prep:loc:nwok
83,informacja,subst:sg:loc:f
84,dodatkowy,adj:sg:loc:f:pos
85,do,prep:gen
86,sprawozdanie,subst:sg:gen:n
87,finansowy,adj:sg:gen:n:pos
88,za,prep:acc
89,zeszły,adj:sg:acc:m3:pos
90,rok,subst:sg:acc:m3
91,.,interp
92,od,prep:gen:nwok
93,czerwiec,subst:sg:gen:m3
94,zarząd,subst:sg:nom:m3
95,fundusz,subst:sg:gen:m3
96,święty,brev:pun
97,.,interp
98,Jerzy,subst:sg:gen:m1
99,rozpocząć,praet:sg:m3:perf
100,udzielać,ger:sg:acc:n:imperf:aff
101,"""",interp
102,pożyczka,subst:pl:gen:f
103,dla,prep:gen
104,drobny,adj:pl:gen:m1:pos
105,przedsiębiorca,subst:pl:gen:m1
106,"""",interp
107,.,interp
108,do,prep:gen
109,grudzień,subst:sg:gen:m3
110,pójść,praet:sg:n:perf
111,na,prep:acc
112,ten,adj:sg:acc:m3:pos
113,cel,subst:sg:acc:m3
114,niemal,qub
115,pół,subst:sg:acc:n
116,milion,subst:sg:gen:m3
117,złoty,subst:pl:gen:m2
118,",",interp
119,czyli,conj
120,prawie,qub
121,20,num:pl:acc:m3:rec
122,procent,brev:pun
123,.,interp
124,kapitał,subst:sg:gen:m3
125,własny,adj:sg:gen:m3:pos
126,spółka,subst:sg:gen:f
127,.,interp
128,kto,subst:sg:nom:m1
129,otrzymać,praet:sg:m1:perf
130,ten,adj:pl:acc:f:pos
131,pożyczka,subst:pl:acc:f
132,-,interp
133,to,subst:sg:gen:n
134,prezes,subst:sg:nom:m1
135,Suszek,subst:sg:nom:m1
136,zdradzić,inf:perf
137,nie,qub
138,chcieć,praet:sg:m1:imperf
139,.,interp
140,bardzo,adv:com
141,rozmowny,adj:sg:nom:m1:pos
142,być,praet:sg:m1:imperf
143,profesor,brev:pun
144,.,interp
145,Biela,subst:sg:nom:m1
146,.,interp
0,Jamroży,subst:sg:nom:m1
1,:,interp
2,w,prep:loc:nwok
3,życie,subst:sg:loc:n
4,wszystko,subst:sg:nom:n
5,być,fin:sg:ter:imperf
6,możliwy,adj:sg:nom:n:pos
7,.,interp
8,ja,ppron12:sg:nom:m1:pri
9,zajmować,fin:sg:pri:imperf
10,się,qub
11,ocena,subst:sg:inst:f
12,ryzyko,subst:sg:gen:n
13,",",interp
14,więc,conj
15,uważać,fin:sg:pri:imperf
16,",",interp
17,że,comp
18,w,prep:loc:nwok
19,życie,subst:sg:loc:n
20,wszystko,subst:sg:nom:n
21,być,fin:sg:ter:imperf
22,możliwy,adj:sg:nom:n:pos
23,",",interp
24,ale,conj
25,oceniać,ger:sg:nom:n:imperf:aff
26,prawdopodobieństwo,subst:sg:gen:n
27,nie,qub
28,być,fin:sg:ter:imperf
29,mój,adj:sg:inst:n:pos
30,zadanie,subst:sg:inst:n
31,.,interp
32,Skowroński,subst:sg:nom:m1
33,:,interp
34,no,qub
35,",",interp
36,nie,qub
37,być,fin:sg:ter:imperf
38,możliwy,adj:sg:nom:n:pos
39,na,prep:acc
40,przykład,subst:sg:acc:m3
41,",",interp
42,żeby,comp
43,stać,praet:sg:m1:perf
44,się,qub
45,pan,subst:sg:nom:m1
46,kobieta,subst:sg:inst:f
47,w,prep:loc:nwok
48,jeden,adj:sg:loc:f:pos
49,chwila,subst:sg:loc:f
50,",",interp
51,czyli,conj
52,nie,qub
53,wszystko,subst:sg:nom:n
54,być,fin:sg:ter:imperf
55,możliwy,adj:sg:nom:n:pos
56,.,interp
57,Jamroży,subst:sg:nom:m1
58,:,interp
59,widzieć,fin:sg:ter:imperf
60,pan,subst:sg:nom:m1
61,",",interp
62,możliwy,adj:sg:nom:n:pos
63,być,fin:sg:ter:imperf
64,wszystko,subst:sg:nom:n
65,",",interp
66,co,subst:sg:nom:n
67,się,qub
68,mieścić,fin:sg:ter:imperf
69,w,prep:loc:nwok
70,kategoria,subst:pl:loc:f
71,zachowanie,subst:sg:gen:n
72,człowiek,subst:sg:gen:m1
73,.,interp
74,jak,adv:pos
75,pan,subst:sg:nom:m1
76,wiedzieć,fin:sg:ter:imperf
77,",",interp
78,zabieg,subst:pl:acc:m3
79,zmiana,subst:sg:gen:f
80,płeć,subst:sg:gen:f
81,również,qub
82,się,qub
83,przeprowadzać,fin:sg:ter:imperf
84,.,interp
85,Skowroński,subst:sg:nom:m1
86,:,interp
87,ale,conj
88,nie,qub
89,w,prep:loc:nwok
90,jeden,adj:sg:loc:f:pos
91,chwila,subst:sg:loc:f
92,.,interp
93,"""",interp
94,przegląd,subst:sg:nom:m3
95,"""",interp
96,pisać,fin:sg:ter:imperf
97,daleko,adv:com
98,o,prep:loc
99,ten,adj:sg:loc:n:pos
100,zgromadzenie,subst:sg:loc:n
101,:,interp
102,"""",interp
103,to,pred
104,materiał,subst:sg:nom:m3
105,na,prep:acc
106,film,subst:sg:acc:m3
107,"""",interp
108,dodawać,fin:sg:ter:imperf
109,jeden,adj:sg:nom:m1:pos
110,z,prep:gen:nwok
111,nasz,adj:pl:gen:m1:pos
112,rozmówca,subst:pl:gen:m1
113,",",interp
114,przedstawiciel,subst:sg:nom:m1
115,koło,subst:pl:gen:n
116,finansowy,adj:pl:gen:n:pos
117,.,interp
118,"""",interp
119,mieć,fin:pl:pri:imperf
120,tu,adv
121,wielki,adj:pl:acc:m3:pos
122,pieniądz,subst:pl:acc:m3
123,",",interp
124,wielki,adj:sg:acc:f:pos
125,polityka,subst:sg:acc:f
126,",",interp
127,przyjaźń,subst:sg:acc:f
128,i,conj
129,zdrada,subst:sg:acc:f
130,"""",interp
131,.,interp
132,wielki,adj:pl:nom:m3:pos
133,pieniądz,subst:pl:nom:m3
134,na,prep:loc
135,ten,adj:sg:loc:n:pos
136,posiedzenie,subst:sg:loc:n
137,BIG,subst:sg:gen:m3
138,bank,subst:sg:gen:m3
139,to,pred
140,być,fin:pl:ter:imperf
141,jaki,adj:pl:nom:m3:pos
142,pieniądz,subst:pl:nom:m3
143,?,interp
144,Jamroży,subst:sg:nom:m1
145,:,interp
146,to,subst:sg:nom:n
147,zależeć,fin:sg:ter:imperf
148,",",interp
149,z,prep:gen:nwok
150,czyj,adj:sg:gen:m3:pos
151,punkt,subst:sg:gen:m3
152,widzenie,subst:sg:gen:n
153,popatrzeć,inf:perf
154,dla,prep:gen
155,PZU,subst:sg:gen:m3
156,SA,subst:sg:nom:f
157,.,interp
158,mój,adj:sg:dat:n:pos
159,działanie,subst:sg:dat:n
160,przyświecać,praet:sg:n:imperf
161,uzyskać,ger:sg:nom:n:perf:aff
162,dla,prep:gen
163,PZU,subst:sg:gen:m3
164,SA,subst:sg:nom:f
165,korzyść,subst:sg:gen:f
166,finansowy,adj:pl:gen:f:pos
167,z,prep:gen:nwok
168,pakiet,subst:sg:gen:m3
169,",",interp
170,który,adj:sg:nom:m3:pos
171,być,praet:sg:m3:imperf
172,w,prep:loc:nwok
173,posiadanie,subst:sg:loc:n
174,grupa,subst:sg:gen:f
175,PZU,subst:sg:gen:m3
176,.,interp
0,#,interp
1,PosełRyszardStanibuła,subst:sg:nom:m3
2,:,interp
3,projekt,subst:sg:nom:m3
4,ten,adj:sg:nom:m3:pos
5,nasuwać,fin:sg:ter:imperf
6,jednak,conj
7,bardzo,adv:pos
8,wiele,num:pl:acc:f:rec
9,wątpliwość,subst:pl:gen:f
10,.,interp
11,przed,prep:inst:wok
12,wszystko,subst:sg:inst:n
13,projekt,subst:sg:nom:m3
14,ustawa,subst:sg:gen:f
15,z,prep:gen:nwok
16,góra,subst:sg:gen:f
17,zakładać,fin:sg:ter:imperf
18,",",interp
19,że,comp
20,kasa,subst:pl:nom:f
21,chory,subst:pl:gen:m1
22,być,bedzie:pl:ter:imperf
23,działać,inf:imperf
24,na,prep:loc
25,obszar,subst:sg:loc:m3
26,region,subst:sg:gen:m3
27,",",interp
28,czyli,conj
29,zgodnie,adv:pos
30,z,prep:inst:nwok
31,przewidywanymi,adj:pl:inst:f:pos
32,zmiana,subst:pl:inst:f
33,terytorialny,adj:pl:inst:f:pos
34,.,interp
35,podział,subst:sg:nom:m3
36,ten,adj:sg:nom:m3:pos
37,być,fin:sg:ter:imperf
38,dopiero,qub
39,w,prep:loc:nwok
40,faza,subst:sg:loc:f
41,projekt,subst:pl:gen:m3
42,i,conj
43,los,subst:sg:nom:m3
44,on,ppron3:sg:gen:m3:ter:akc:npraep
45,nie,qub
46,być,fin:sg:ter:imperf
47,przesądzić,ppas:sg:nom:m3:perf:aff
48,.,interp
49,ponadto,qub
50,tworzyć,ger:sg:nom:n:imperf:aff
51,terytorialny,adj:pl:gen:f:pos
52,kasa,subst:pl:gen:f
53,chory,adj:pl:gen:f:pos
54,nasuwać,fin:sg:ter:imperf
55,pytanie,subst:sg:nom:n
56,",",interp
57,czy,qub
58,nie,qub
59,być,bedzie:sg:ter:imperf
60,to,pred
61,tworzyć,ger:sg:nom:n:imperf:aff
62,nowy,adj:sg:gen:f:pos
63,",",interp
64,obok,prep:gen
65,rządowy,adj:sg:gen:f:pos
66,",",interp
67,administracja,subst:sg:gen:f
68,",",interp
69,który,adj:sg:nom:f:pos
70,wymagać,inf:imperf
71,być,bedzie:sg:ter:imperf
72,ponosić,ger:sg:gen:n:imperf:aff
73,wysoki,adj:pl:gen:m3:pos
74,koszt,subst:pl:gen:m3
75,utrzymanie,subst:sg:gen:n
76,.,interp
77,należeć,fin:sg:ter:imperf
78,się,qub
79,zastanowić,inf:perf
80,",",interp
81,czy,qub
82,nie,qub
83,prosto,adv:com
84,i,conj
85,nie,qub
86,tanio,adv:com
87,być,praet:sg:n:imperf
88,by,qub
89,wykorzystać,inf:perf
90,na,prep:loc
91,podobny,adj:pl:loc:f:pos
92,jak,adv:pos
93,w,prep:loc:nwok
94,projekt,subst:sg:loc:m3
95,zasada,subst:pl:loc:f
96,istnieć,pact:pl:nom:f:imperf:aff
97,już,qub
98,rządowy,adj:pl:nom:f:pos
99,struktura,subst:pl:acc:f
100,administracyjny,adj:pl:nom:f:pos
101,.,interp
102,#,interp
103,PosełRyszardStanibuła,subst:sg:nom:m3
104,:,interp
105,kolejny,adj:sg:inst:f:pos
106,niepokoić,pact:sg:inst:f:imperf:aff
107,sprawa,subst:sg:inst:f
108,być,fin:sg:ter:imperf
109,wybór,subst:sg:nom:m3
110,świadczeniobiorca,subst:pl:gen:m1
111,mieć,pact:sg:nom:m3:imperf:aff
112,na,prep:loc
113,cel,subst:sg:loc:m3
114,wytworzyć,ger:sg:acc:n:perf:aff
115,konkurencja,subst:sg:gen:f
116,",",interp
117,a,conj
118,to,subst:sg:inst:n
119,sam,adj:sg:inst:n:pos
120,obniżyć,ger:sg:nom:n:perf:aff
121,koszt,subst:pl:gen:m3
122,działać,ger:sg:gen:n:imperf:aff
123,kasa,subst:pl:gen:f
124,chory,adj:pl:gen:f:pos
125,.,interp
126,nie,qub
127,być,fin:sg:ter:imperf
128,bowiem,comp
129,możliwy,adj:sg:nom:n:pos
130,szybki,adj:sg:nom:n:pos
131,powstać,ger:sg:nom:n:perf:aff
132,na,prep:loc
133,dany,adj:sg:loc:m3:pos
134,teren,subst:sg:loc:m3
135,nowy,adj:pl:gen:m3:pos
136,szpital,subst:pl:gen:m3
137,",",interp
138,a,conj
139,korzystać,ger:sg:nom:n:imperf:aff
140,z,prep:gen:nwok
141,inny,adj:pl:gen:f:pos
142,",",interp
143,leżeć,pact:pl:gen:m1:imperf:aff
144,na,prep:loc
145,teren,subst:sg:loc:m3
146,działać,ger:sg:gen:n:imperf:aff
147,inny,adj:pl:gen:f:pos
148,kasa,subst:pl:gen:f
149,chory,adj:pl:gen:f:pos
150,",",interp
151,być,bedzie:sg:ter:imperf
152,utrudnić,ppas:sg:nom:n:perf:aff
153,.,interp
154,natomiast,conj
155,obniżyć,ger:sg:nom:n:perf:aff
156,koszt,subst:pl:gen:m3
157,poprzez,prep:acc:nwok
158,poszukiwać,ger:sg:acc:n:imperf:aff
159,tani,adj:pl:gen:m1:com
160,",",interp
161,bardzo,adv:com
162,konkurencyjny,adj:pl:gen:m1:pos
163,świadczeniodawca,subst:pl:gen:m1
164,móc,fin:sg:ter:imperf
165,odbić,inf:perf
166,się,qub
167,na,prep:loc
168,jakość,subst:sg:loc:f
169,opieka,subst:sg:gen:f
170,zdrowotny,adj:sg:gen:f:pos
171,.,interp
0,twardy,adj:sg:nom:f:pos
1,męski,adj:sg:nom:f:pos
2,decyzja,subst:sg:nom:f
3,dyspozytorka,subst:sg:gen:f
4,pogotowie,subst:sg:gen:n
5,okazać,praet:sg:f:perf
6,się,qub
7,słuszny,adj:sg:nom:f:pos
8,.,interp
9,poszkodowany,subst:sg:nom:m1
10,rzeczywiście,adv:pos
11,być,praet:sg:m1:imperf
12,w,prep:loc:nwok
13,stan,subst:sg:loc:m3
14,na,prep:loc
15,własny,adj:pl:loc:f:pos
16,noga,subst:pl:loc:f
17,dotrzeć,inf:perf
18,do,prep:gen
19,stacja,subst:sg:gen:f
20,pomoc,subst:sg:gen:f
21,doraźny,adj:sg:gen:f:pos
22,.,interp
23,tam,adv
24,nawet,qub
25,zgodzić,imps:perf
26,się,qub
27,przewieźć,inf:perf
28,on,ppron3:sg:acc:m1:ter:nakc:npraep
29,karetka,subst:sg:inst:f
30,do,prep:gen
31,szpital,subst:sg:gen:m3
32,w,prep:loc:nwok
33,sąsiedni,adj:sg:loc:f:pos
34,miejscowość,subst:sg:loc:f
35,.,interp
36,ten,adj:pl:nom:m3:pos
37,policzek,subst:pl:nom:m3
38,faktycznie,adv:pos
39,dobrze,adv:pos
40,być,bedzie:sg:ter:imperf
41,pozszywać,inf:perf
42,i,conj
43,sprawdzić,inf:perf
44,",",interp
45,czy,qub
46,cios,subst:pl:nom:m3
47,brat,subst:pl:gen:m1
48,N,brev:pun
49,.,interp
50,nie,qub
51,zmasakrować,praet:pl:m3:perf
52,poszkodowany,subst:sg:dat:m1
53,jakiś,adj:sg:gen:m3:pos
54,wewnętrzny,adj:sg:gen:m3:pos
55,organ,subst:sg:gen:m3
56,.,interp
57,taki,adj:pl:nom:m3:pos
58,fakt,subst:pl:nom:m3
59,zwykle,adv:pos
60,wychodzić,fin:pl:ter:imperf
61,na,prep:acc
62,jaw,subst:sg:acc:m3
63,wtedy,adv
64,",",interp
65,gdy,adv
66,pacjent,subst:sg:nom:m1
67,zaczynać,fin:sg:ter:imperf
68,umierać,inf:imperf
69,.,interp
70,tyle,adv
71,że,comp
72,karetka,subst:sg:nom:f
73,być,bedzie:sg:ter:imperf
74,do,prep:gen
75,dyspozycja,subst:sg:gen:f
76,za,prep:acc
77,jakiś,adj:sg:acc:f:pos
78,godzina,subst:sg:acc:f
79,.,interp
80,może,qub
81,rodzeństwo,subst:sg:nom:n
82,potrafić,praet:sg:n:imperf
83,by,qub
84,w,prep:loc:wok
85,własny,adj:sg:loc:m3:pos
86,zakres,subst:sg:loc:m3
87,załatwić,inf:perf
88,sprawa,subst:sg:acc:f
89,transport,subst:sg:gen:m3
90,poszkodowany,adj:sg:gen:m3:pos
91,.,interp
92,-,interp
93,nie,qub
94,mieć,fin:sg:pri:imperf
95,kasa,subst:sg:gen:f
96,-,interp
97,od,prep:gen:nwok
98,raz,subst:sg:gen:m3
99,powiedzieć,praet:sg:f:perf
100,siostra,subst:sg:nom:f
101,.,interp
102,-,interp
103,a,conj
104,ja,ppron12:sg:nom:m1:pri
105,mieć,fin:sg:pri:imperf
106,pieniądz,subst:pl:acc:m3
